1108939,5748454,-15.080030927436809
1108939,1353001,-15.358065945874747
1108939,7329472,-15.63209514608334
1108939,5178208,-15.748711682036818
1108939,1382796,-15.75129510082869
1108939,6010794,-16.31231705455719
1108939,3009611,-16.312687294658954
1108939,8088003,-16.419603357520998
1108939,4584232,-16.420900578733416
1108939,2374214,-16.421826650446434
1108939,5335836,-16.699188219740158
1108939,751034,-17.08754041253338
1108939,8164552,-17.08828219727595
1108939,699436,-17.092912129061297
1108939,3150726,-20.591242962938303
1108939,4390191,-21.161731285711248
1108939,371765,-21.486768277254335
1108939,3184954,-22.012524373840762
1108939,3184955,-22.013629773731676
1108939,3165502,-22.525473094393263
1108939,4172981,-22.555017984143667
1108939,3745976,-22.555017984143667
1108939,8725053,-22.83650560790391
1108939,2047283,-23.008312767413155
1108939,5807716,-23.009624367343843
1108939,917895,-23.025478136601617
1108939,2115313,-23.025478136601617
1108939,4049530,-23.102831742533166
1108939,2875828,-23.133527069540097
1108939,2124542,-23.291504966834978
1108939,7253653,-23.414798048995607
1108939,3609333,-23.506902602823118
1108939,2470664,-23.619004153707074
1108939,2599617,-23.62870455848928
1108939,1223226,-23.629998688105662
1108939,2556061,-23.633128603973866
1108939,2556062,-23.636718343271696
1108939,640911,-23.643297810348603
1108939,1352369,-23.690496828397468
1108939,8295621,-23.694937655202004
1108939,8330147,-23.69743273449528
1108939,6681205,-23.734824523674614
1108939,1821210,-23.86254118504651
1108939,2047280,-23.897478398410218
1108939,1914125,-23.90507683134366
1108939,5204437,-23.90958355032482
1108939,6663217,-23.90986121755011
1108939,4222731,-23.90986121755011
1108939,110950,-23.911726384297882
1108939,4517208,-23.970637153596606
1108939,8776622,-23.97341292684743
1108939,3058067,-24.081627675655184
1108939,1093048,-24.17053281332753
1108939,3506100,-24.180775970275153
1108939,1011372,-24.182719461037504
1108939,1011367,-24.18299699982375
1108939,8699565,-24.18639032589141
1108939,3231313,-24.187224022042322
1108939,203662,-24.187224022042322
1108939,3557725,-24.187779690791245
1108939,5156296,-24.190204010718613
1108939,4390189,-24.29710392658488
1108939,1419731,-24.298492905524995
1108939,2505977,-24.299881241675205
1108939,4272503,-24.307367174785135
1108939,4263823,-24.309028181766884
1108939,2834911,-24.32761995633033
1108939,1352366,-24.357323576423063
1108939,6318208,-24.35926868731621
1108939,5277940,-24.361212537874344
1108939,8343919,-24.39962059858456
1108939,4296421,-24.46736455301041
1108939,3529231,-24.467920118855808
1108939,3615744,-24.468197863201596
1108939,6443259,-24.469863789499403
1108939,545694,-24.470141353963946
1108939,8330715,-24.555584693117645
1108939,3308905,-24.57502116475473
1108939,738654,-24.576410915828845
1108939,7329468,-24.57696663604383
1108939,6643891,-24.57724445755297
1108939,7642967,-24.579466103894365
1108939,2462360,-24.585013032477082
1108939,5099231,-24.745120100913024
1108939,7133504,-24.749011224140077
1108939,4251218,-24.749011224140077
1108939,2386049,-24.855439954872296
1108939,2548269,-24.855717879332623
1108939,3281941,-24.855717879332623
1108939,6347768,-24.856551498262988
1108939,3529234,-24.856551498262988
1108939,3963031,-24.857107115555387
1108939,154560,-24.857107115555387
1108939,6405188,-24.857384885617527
1108939,1011004,-24.860438660068496
1108939,4078352,-24.945120070450045
1108939,8630525,-24.960034396775278
1108939,8630519,-24.960034396775278
1108939,5722148,-24.963373666933045
1108939,1955963,-24.967820253140072
1112389,5099991,-6.193925083698705
1112389,5099993,-6.239582719562527
1112389,7224811,-6.793429071521912
1112389,3082514,-6.7966667273292165
1112389,3082509,-6.796759077929099
1112389,1403457,-6.972615530537144
1112389,5508805,-7.079563892473762
1112389,3082508,-7.195974244318173
1112389,8732300,-7.324406415828602
1112389,3082510,-7.326817664539258
1112389,1390157,-7.658227526161352
1112389,780618,-7.659337835496535
1112389,4329503,-8.153099088384772
1112389,7120135,-13.437657502411254
1112389,452838,-13.764375919245985
1112389,452842,-13.764375919245985
1112389,452836,-13.764375919245985
1112389,452837,-13.764375919245985
1112389,452841,-13.764375919245985
1112389,7909651,-15.136295586263511
1112389,7909645,-15.13796220673161
1112389,1447482,-15.32587570092307
1112389,7120208,-15.356771004425608
1112389,1510661,-15.635060086215706
1112389,6766060,-15.749812081333184
1112389,7523036,-15.750368342519938
1112389,164786,-15.750924449036455
1112389,7523038,-15.751109783518995
1112389,7523034,-15.75129510082869
1112389,5054162,-15.753332458737107
1112389,4553542,-15.753332458737107
1112389,5054164,-15.753702664572609
1112389,4046104,-15.753702664572609
1112389,2469106,-15.762935609285687
1112389,7119888,-15.816514099232249
1112389,7117143,-15.82371412916225
1112389,2413408,-16.029148790375974
1112389,8061459,-16.038093977139972
1112389,3394194,-16.309167243357983
1112389,1394176,-16.310094173474777
1112389,8138764,-16.311020674190853
1112389,1449579,-16.31194674590387
1112389,8204213,-16.312131908801064
1112389,6929200,-16.312502183175432
1112389,1116792,-16.313057466234536
1112389,7119613,-16.313982595537848
1112389,6688537,-16.313982595537848
1112389,6688532,-16.314352527471428
1112389,7119892,-16.314352527471428
1112389,7119614,-16.314352527471428
1112389,190723,-16.315092186127394
1112389,6856299,-16.31546191290036
1112389,648294,-16.387761890300546
1112389,952751,-16.419047147900546
1112389,7743811,-16.420159412499878
1112389,2840953,-16.4229373707771
1112389,4520412,-16.4229373707771
1112389,1007619,-16.42386250008041
1112389,7120792,-16.424417372324633
1112389,8452814,-16.52415467775362
1112389,6794355,-16.670966837861055
1112389,396060,-16.671522326555802
1112389,902455,-16.696219979361555
1112389,7198428,-16.696219979361555
1112389,8097868,-16.69789015659018
1112389,7274259,-16.69826111775161
1112389,2280577,-16.70104113543533
1112389,7536762,-16.701966949937155
1112389,7118103,-16.702707293094658
1112389,1447477,-16.703262370670313
1112389,7118099,-16.703262370670313
1112389,1447484,-16.703262370670313
1112389,413227,-16.848533011404914
1112389,8381557,-16.849459426288583
1112389,4422774,-16.849644657781774
1112389,6199113,-17.066601242942394
1112389,4679856,-17.070859596939044
1112389,7117139,-17.08512771029299
1112389,735949,-17.085870390262162
1112389,735954,-17.085870390262162
1112389,150232,-17.085870390262162
1112389,3947795,-17.086056017170772
1112389,7573500,-17.086612794546934
1112389,7582044,-17.086612794546934
1112389,7274253,-17.086983893371617
1112389,6832271,-17.08754041253338
1112389,7276950,-17.087911339294955
1112389,2075216,-17.087911339294955
1112389,7120134,-17.087911339294955
1112389,6844030,-17.087911339294955
1112389,7849468,-17.088467600481707
1112389,7116895,-17.089950207714303
1112389,7188586,-17.09069109938589
1112389,8341440,-17.091246588080637
1112389,5798545,-17.091431716698878
1112389,5798544,-17.09198699975798
1112389,2794917,-17.092727137432036
1112389,7218150,-17.342661482914252
1112389,205312,-17.347483086020954
1112389,8705782,-17.34933445801971
792752,6571521,-7.481768101424566
792752,8803595,-9.189376707300513
792752,8803602,-9.190675553365768
792752,5080327,-9.19465435072747
792752,6348951,-9.194931351366343
792752,5080330,-9.195208275297109
792752,8803599,-17.350074527224624
792752,8803596,-17.733982088276953
792752,8803604,-17.733982088276953
792752,8803603,-17.737318264310943
792752,8803598,-18.384871158032507
792752,8666254,-27.57508467932181
1119729,7131007,-6.7217751292946915
1119729,382386,-6.799065075464301
1119729,382385,-6.884864645455447
1119729,950837,-6.978721120375081
1119729,950841,-6.978813343222434
1119729,8556369,-7.194214381688961
1119729,7779182,-7.198377469492274
1119729,7135041,-7.329130702773406
1119729,5717894,-7.47936443189955
1119729,1653987,-7.480382074202872
1119729,5800338,-7.483428802252784
1119729,5800333,-7.483428802252784
1119729,149870,-7.656745193439813
1119729,847182,-7.657393984394328
1119729,847187,-7.657486634464345
1119729,3195202,-7.657671908856248
1119729,6987882,-7.6577645331813144
1119729,1291356,-7.65785714892791
1119729,6920560,-7.657949756097623
1119729,1356303,-7.658042354692043
1119729,7726432,-7.658412663348536
1119729,7295790,-7.658690304878088
1119729,684852,-7.658690304878088
1119729,987624,-7.658690304878088
1119729,8331322,-7.65887535641547
